message,label
Your KYC is PENDING. Failure to update will SUSPEND your account. bit.ly/clm9x,spam
Crypto investment: ₹5000 becomes ₹500000 in 7 days. t.co/fraud123,spam
Your electricity bill of ₹199 is due on 22/10/2025.,ham
Income Tax refund of ₹25000 approved. Provide bank details: sbi-verify.net,spam
Your flight PNR is M95C0R. Check-in opens 48 hrs before.,ham
Your PhonePe account shows suspicious activity. Verify: sbi-verify.net,spam
Can you pick up milk on the way?,ham
The match starts at 8pm. Don't miss it!,ham
Can we reschedule our call to Thursday?,ham
"Hey, are we still meeting today?",ham
